3025,ELANE MCINTOSH,2,0,2,8,3,2,10,2,7,1,3,2,10,9 33 35 0 1
3026,TAMEKA CORBIN,8,6,2,9,9,9,4,7,10,9,10,4,6,9 33 35 0 1
3027,JESSIE MOSER,7,7,4,5,8,7,3,8,6,4,8,7,8,9 33 35 0 1
3028,LARRY ALVAREZ,1,2,2,3,4,6,5,8,5,2,7,4,3,9 33 35 0 1
3029,JULES CHEN,1,9,10,1,10,1,0,1,0,2,7,3,8,9 33 35 0 1
3030,BUENA MCDOWELL,8,4,8,5,9,8,5,6,8,1,8,3,4,9 33 35 0 1
3031,MAGALY BROUSSARD,5,7,5,5,3,3,8,7,0,4,1,6,8,9 33 35 0 1
3032,LORENZO WOODY,2,4,2,8,8,0,1,2,0,10,5,0,1,9 33 35 0 1
3033,EDIE HOWE,2,4,8,10,1,8,3,9,3,10,1,3,1,9 33 35 0 1
3034,LAKESHA BURT,6,1,0,4,2,6,2,1,6,4,0,3,10,9 33 35 0 1
3035,HENRIETTA DUNCAN,2,7,1,1,10,1,5,5,2,2,3,10,2,9 33 35 0 1
3036,CHARA LUGO,2,4,7,4,2,0,1,1,5,8,7,8,5,9 33 35 0 1
3037,CHANTAY WADE,10,2,8,2,7,9,5,3,3,5,9,9,2,9 33 35 0 1
3038,ROCIO HOLLIDAY,9,7,2,1,2,9,6,5,2,4,8,5,8,9 33 35 0 1
3039,MANUAL VERNON,4,5,2,7,6,4,3,10,3,7,9,0,0,9 33 35 0 1
3040,JULIANN CHILDERS,8,6,3,7,6,6,10,3,7,7,9,7,7,9 33 35 0 1
3041,DEANGELO RASMUSSEN,5,6,4,0,3,4,7,1,4,8,10,2,0,9 33 35 0 1
3042,DORETTA KELLEY,0,6,7,4,7,7,9,0,9,4,6,6,5,9 33 35 0 1
3043,VIRGILIO HUNT,5,2,7,10,4,1,2,3,8,3,3,8,9,9 33 35 0 1
3044,SHAY DARLING,5,8,9,6,3,9,0,1,9,10,7,0,3,9 33 35 0 1
3045,NOLAN CLAYTON,4,1,2,7,3,1,10,7,4,8,0,10,1,9 33 35 0 1
3046,SANDA DICKERSON,6,1,5,0,5,0,9,8,6,0,10,5,8,9 33 35 0 1
3047,KEVA KOEHLER,0,8,10,9,5,9,7,7,1,7,7,4,2,9 33 35 0 1
3048,CARMELLA MAYS,0,9,10,9,5,5,8,9,10,7,1,1,6,9 33 35 0 1
3049,DEANDREA CLIFTON,6,9,7,3,0,2,0,8,7,7,10,7,1,9 33 35 0 1
3050,JANISE PUTNAM,1,0,9,2,9,1,4,8,0,9,0,3,6,9 33 35 0 1
3051,CHERY COSTA,1,4,9,9,10,3,9,6,3,1,7,0,0,9 33 35 0 1
3052,DION COLLINS,9,8,10,2,6,0,1,1,5,9,2,9,10,9 33 35 0 1
3053,BRITNI BOWER,10,7,9,1,5,9,10,0,3,1,10,4,10,9 33 35 0 1
3054,NICOLLE BOWDEN,7,3,5,9,5,9,2,3,10,0,3,3,5,9 33 35 0 1
3055,MAN RODRIGUEZ,2,8,6,9,6,9,7,2,7,5,3,7,8,9 33 35 0 1
3056,AIDA DUMAS,9,6,7,6,9,0,3,9,2,4,0,3,10,9 33 35 0 1
3057,VIVIENNE IVEY,3,2,7,7,9,6,8,8,0,8,2,1,9,9 33 35 0 1
3058,TOMIKO CANTU,1,10,4,6,8,2,4,5,1,4,1,6,10,9 33 35 0 1
3059,PAMELA BOWMAN,5,1,7,2,3,10,10,10,9,4,5,8,10,9 33 35 0 1
3060,RAMIRO HUTTON,5,2,4,7,3,2,0,10,7,0,10,8,10,9 33 35 0 1
3061,ANIKA BOWER,4,5,9,0,6,9,3,10,9,9,6,7,8,9 33 35 0 1
3062,KOREY BARRON,2,3,6,6,4,4,4,6,5,0,5,1,0,9 33 35 0 1
3063,KITTY ESCOBEDO,1,8,8,10,9,10,9,1,4,10,5,8,4,9 33 35 0 1
3064,MAEGAN JOSEPH,7,1,1,6,3,4,6,6,10,8,9,0,2,9 33 35 0 1
3065,BARNEY GILLESPIE,0,9,5,2,10,6,8,1,9,5,3,0,6,9 33 35 0 1
3066,LIBERTY KUHN,6,3,6,0,9,10,2,1,2,7,2,5,3,9 33 35 0 1
3067,MARIELA MEREDITH,10,1,2,9,9,8,8,10,2,9,10,10,0,9 33 35 0 1
3068,LUELLA GAMBLE,6,9,6,3,0,0,4,7,0,9,6,0,0,9 33 35 0 1
3069,WESTON SWEENEY,5,6,7,5,2,3,5,6,4,8,10,10,0,9 33 35 0 1
3070,DORI DODSON,6,4,3,0,2,2,8,9,7,1,8,10,10,9 33 35 0 1
3071,IRENA MCCORD,4,5,2,5,3,0,1,7,5,0,3,10,5,9 33 35 0 1
3072,CANDYCE HEARD,0,9,7,3,2,7,6,0,4,9,8,6,2,9 33 35 0 1
3073,KAREN CARTWRIGHT,2,2,10,1,6,7,4,2,3,8,2,2,10,9 33 35 0 1
3074,ANGILA PUCKETT,7,7,4,3,0,8,3,2,6,9,1,6,9,9 33 35 0 1
3075,CARLETTA CARDONA,6,3,2,4,6,1,1,5,2,7,1,6,4,9 33 35 0 1
3076,ABDUL GRIFFIN,2,5,6,2,3,4,0,2,0,7,4,9,10,9 33 35 0 1
3077,AMEE HEARD,8,9,10,7,4,5,8,3,3,8,6,0,4,9 33 35 0 1
3078,LUIS ARNOLD,10,10,4,6,5,1,1,2,5,4,6,5,5,9 33 35 0 1
3079,NU PARRISH,9,5,7,10,3,8,0,7,5,8,5,7,2,9 33 35 0 1
3080,CONCETTA BOYD,0,4,5,7,1,8,7,8,10,3,9,4,7,9 33 35 0 1
3081,KATHERINE CABRERA,9,8,6,7,3,7,0,4,9,4,2,10,3,9 33 35 0 1
3082,ILEANA BELCHER,8,1,6,10,8,6,4,1,3,8,6,9,6,9 33 35 0 1
3083,TENESHA BOGGS,9,1,0,8,0,7,2,8,7,4,1,5,4,9 33 35 0 1
3084,GEMA FERREIRA,8,1,0,4,3,3,9,2,8,2,2,0,4,9 33 35 0 1
3085,JANETT COLE,1,10,7,4,4,7,3,1,4,5,2,8,5,9 33 35 0 1
3086,TREVA HARTLEY,0,3,5,5,2,2,7,6,10,1,6,10,7,9 33 35 0 1
3087,PINKIE KYLE,4,1,9,4,8,8,9,5,4,6,9,0,6,9 33 35 0 1
3088,WINDY ROE,2,5,10,4,1,3,0,8,3,9,7,10,1,9 33 35 0 1
3089,BETTE PRESTON,1,8,7,5,7,3,3,8,9,3,4,8,3,9 33 35 0 1
3090,GENEVIE HAYDEN,5,0,1,8,2,10,10,4,6,7,10,7,7,9 33 35 0 1
3091,STUART ESCOBAR,6,3,1,1,5,3,9,1,10,0,1,1,8,9 33 35 0 1
3092,MERLE UNDERWOOD,10,2,7,7,6,3,1,7,0,8,5,4,5,9 33 35 0 1
3093,LAQUITA ALDRICH,5,1,1,6,7,8,4,5,8,3,9,9,1,9 33 35 0 1
3094,GEORGETTE MANN,0,8,6,5,5,2,3,5,0,0,6,0,1,9 33 35 0 1
3095,SUMIKO STEINER,5,7,3,7,4,10,10,0,1,8,1,3,5,9 33 35 0 1
3096,ELEONORA JOSEPH,9,8,1,3,10,10,4,1,6,3,4,0,6,9 33 35 0 1
3097,DEBORAH MICHAELS,9,6,1,4,5,10,6,6,0,10,3,9,7,9 33 35 0 1
3098,CARLO NIETO,9,7,3,9,10,6,1,4,8,4,4,9,1,9 33 35 0 1
3099,CREOLA SUTHERLAND,3,9,2,9,3,1,7,6,0,4,4,1,7,9 33 35 0 1
3100,MARY BEATTY,3,7,8,6,5,0,6,2,9,10,6,5,7,9 33 35 0 1
3101,ROCHELLE LYONS,0,0,10,4,8,7,2,3,4,10,8,6,0,9 33 35 0 1
3102,JASON RHOADES,0,0,1,4,5,3,8,10,9,3,3,9,1,9 33 35 0 1
3103,ANGELYN ATKINS,8,6,4,5,8,7,4,3,2,1,8,6,1,9 33 35 0 1
3104,HAYDEN POTTS,7,9,6,1,5,9,7,6,9,1,10,8,2,9 33 35 0 1
3105,RAYMUNDO WALLS,1,5,5,10,10,7,2,8,2,7,4,8,10,9 33 35 0 1
3106,CALLIE LANDRY,0,1,2,7,3,1,1,9,5,9,9,3,7,9 33 35 0 1
3107,HERBERT NIEVES,3,5,0,3,6,4,6,10,3,6,3,5,1,9 33 35 0 1
3108,TANDRA ANAYA,1,10,3,7,10,5,8,7,8,3,1,0,2,9 33 35 0 1
3109,RAPHAEL LAKE,4,2,2,9,7,2,10,10,4,6,1,9,8,9 33 35 0 1
3110,NOELLA RIOS,10,1,3,10,6,7,7,10,0,5,1,9,9,9 33 35 0 1
3111,MIKKI JENKINS,6,4,5,9,5,0,6,8,1,3,2,6,0,9 33 35 0 1
3112,DEIRDRE FINLEY,1,0,3,4,9,5,4,2,8,1,6,6,2,9 33 35 0 1
3113,DORATHY SOSA,5,8,8,10,5,4,3,7,8,2,6,9,2,9 33 35 0 1
3114,KATHRYN HELLER,2,2,4,3,9,9,4,2,1,9,5,9,9,9 33 35 0 1
3115,ILLA VASQUEZ,3,1,5,0,3,1,9,3,4,10,2,10,2,9 33 35 0 1
3116,THERON LIU,0,8,5,3,8,0,7,9,3,0,6,3,4,9 33 35 0 1
3117,STELLA PATEL,9,8,7,10,4,10,5,8,8,10,9,5,1,9 33 35 0 1
3118,COREY SANFORD,6,2,8,7,5,6,7,0,0,4,3,9,3,9 33 35 0 1
3119,GENIE HOUSE,6,7,6,6,2,6,9,1,3,5,6,7,10,9 33 35 0 1
3120,OZIE MARINO,7,9,9,0,9,2,6,0,10,10,9,9,2,9 33 35 0 1
3121,FATIMAH CONNELL,9,4,5,6,4,7,2,4,3,5,5,0,4,9 33 35 0 1
3122,ARACELIS WOOTEN,3,3,6,9,7,7,8,3,3,10,1,4,7,9 33 35 0 1
3123,SAMARA WONG,6,4,6,1,8,9,5,1,1,5,6,6,6,9 33 35 0 1
3124,CARLETTA FLYNN,6,4,7,2,6,8,5,6,0,8,2,3,7,9 33 35 0 1
3125,LAVELLE KNIGHT,9,0,5,7,7,1,4,8,8,0,1,1,7,9 33 35 0 1
3126,FERMIN SANTOS,1,5,2,9,0,6,6,1,1,7,0,5,10,9 33 35 0 1
3127,JOHNNY WATTS,1,5,8,7,0,5,1,7,0,0,5,6,0,9 33 35 0 1
3128,LORIA BUSH,1,3,1,7,9,9,7,3,5,7,8,10,8,9 33 35 0 1
3129,SHELLIE MOYER,10,8,10,9,2,6,5,5,3,10,2,3,3,9 33 35 0 1
3130,MIGUELINA OSORIO,4,2,3,8,6,6,8,10,9,7,1,8,6,9 33 35 0 1
3131,SYLVIE DECKER,10,0,4,3,4,1,6,2,2,5,0,0,8,9 33 35 0 1
3132,MAGGIE BARLOW,10,3,5,1,9,5,6,8,8,10,7,5,5,9 33 35 0 1
3133,IRMGARD ROSARIO,3,2,8,10,0,7,7,5,2,6,5,8,4,9 33 35 0 1
3134,WYNELL MADRIGAL,10,1,2,2,10,4,4,6,9,5,10,9,4,9 33 35 0 1
3135,OLETA NICHOLSON,2,6,5,7,2,1,0,2,10,5,5,3,4,9 33 35 0 1
3136,PARIS GALVAN,4,4,8,5,7,10,0,3,2,8,5,8,0,9 33 35 0 1
3137,DONTE FAIR,6,9,10,7,0,1,1,8,10,6,8,8,5,9 33 35 0 1
3138,MILES MEJIA,8,7,10,7,3,2,3,2,6,9,5,7,10,9 33 35 0 1
3139,RHONA CALDERON,8,6,6,3,8,7,2,5,9,6,9,10,7,9 33 35 0 1
3140,LORRIANE DICK,5,9,10,0,4,4,0,5,1,8,9,8,9,9 33 35 0 1
3141,ESTRELLA WARE,9,5,1,3,8,9,3,10,2,9,2,6,10,9 33 35 0 1
3142,TIFFANIE LAWRENCE,9,3,8,8,9,9,3,3,2,2,8,7,4,9 33 35 0 1
3143,MARCUS KEENE,7,10,8,1,0,0,10,10,5,6,0,1,7,9 33 35 0 1
3144,YASUKO MONTES,7,4,5,1,10,9,4,3,5,7,9,9,10,9 33 35 0 1
3145,JOEL CROWDER,10,0,8,2,5,0,3,1,2,0,3,5,7,9 33 35 0 1
3146,ARDITH SILVA,7,10,8,2,9,1,1,3,10,4,9,0,3,9 33 35 0 1
3147,NANNETTE REYNOLDS,8,10,5,2,9,10,10,1,0,7,6,6,1,9 33 35 0 1
3148,DANILO AUSTIN,8,9,6,5,4,3,9,10,4,5,0,9,6,9 33 35 0 1
3149,SHAY JEFFRIES,1,6,9,4,5,6,9,5,10,3,4,10,9,9 33 35 0 1
3150,LAURALEE OSORIO,4,7,10,6,10,2,3,1,7,4,8,0,8,9 33 35 0 1
3151,KAMI LOWERY,7,0,4,1,6,5,6,2,7,8,6,1,6,9 33 35 0 1
3152,ROSENDA MORRISON,4,5,4,6,1,10,2,8,0,10,3,10,0,9 33 35 0 1
3153,MADDIE COPE,7,1,9,4,6,4,1,2,7,8,5,6,1,9 33 35 0 1
3154,HSIU ASHLEY,7,3,7,5,3,9,10,6,7,5,8,10,8,9 33 35 0 1
3155,KALEY TROTTER,10,1,5,0,5,7,0,7,9,5,4,3,5,9 33 35 0 1
3156,ROMANA PECK,7,0,9,10,2,1,6,5,0,0,7,10,2,9 33 35 0 1
3157,YON FRIEND,7,10,2,8,2,3,10,5,9,0,3,8,9,9 33 35 0 1
3158,SANFORD MAGEE,7,9,5,9,5,4,5,0,2,3,7,7,9,9 33 35 0 1
3159,JONIE COOKE,1,6,4,9,6,4,0,7,10,4,7,1,7,9 33 35 0 1
3160,EUFEMIA MORELAND,0,5,8,1,3,2,1,0,5,5,6,8,5,9 33 35 0 1
3161,MARY DOBSON,0,0,8,0,2,1,9,4,9,3,0,2,7,9 33 35 0 1
3162,JOEY JACOBSON,5,1,1,1,5,0,8,10,10,6,2,1,1,9 33 35 0 1
3163,ELANOR LIM,6,6,3,4,2,10,7,4,3,8,5,8,2,9 33 35 0 1
3164,DAISEY KRAFT,0,8,9,8,4,10,5,1,0,4,4,3,0,9 33 35 0 1
3165,ESMERALDA TANG,10,8,8,8,9,0,7,2,3,9,8,3,5,9 33 35 0 1
3166,JOAN BURNETT,4,9,0,7,4,3,6,9,3,4,7,6,4,9 33 35 0 1
3167,RONA KRAUSE,10,4,9,10,2,9,6,0,3,10,2,1,2,9 33 35 0 1
3168,LE BEAVER,8,4,3,2,0,6,6,5,7,9,10,3,10,9 33 35 0 1
3169,WILMA ORTEGA,0,1,3,3,8,6,7,4,7,5,2,10,5,9 33 35 0 1
3170,SKYE OSORIO,0,2,3,5,10,9,7,3,2,9,3,10,1,9 33 35 0 1
3171,ALEXANDER SELF,0,8,10,5,9,6,10,5,9,3,4,1,10,9 33 35 0 1
3172,JEANENE RICO,8,8,8,10,3,7,4,8,2,1,9,4,2,9 33 35 0 1
3173,LANDON HULL,8,0,10,3,10,4,4,5,4,8,8,0,3,9 33 35 0 1
3174,CAREY BEASLEY,1,5,3,10,7,1,8,8,6,0,4,4,4,9 33 35 0 1
3175,LASHONDA BUSCH,7,0,5,0,7,3,0,4,6,6,8,5,10,9 33 35 0 1
3176,DENNIS MADRIGAL,6,8,4,4,10,1,9,1,1,10,0,3,3,9 33 35 0 1
3177,SILVIA HORNE,9,10,3,9,9,10,10,4,1,4,4,7,3,9 33 35 0 1
3178,SHELLI LEHMAN,2,7,7,4,1,7,7,6,9,6,6,7,6,9 33 35 0 1
3179,FEDERICO SANFORD,0,9,4,1,10,9,4,9,10,4,0,2,4,9 33 35 0 1
3180,LAINE JARVIS,1,4,1,3,8,7,3,9,3,10,6,10,7,9 33 35 0 1
3181,ALPHA SWIFT,3,7,3,6,2,3,2,10,0,4,1,5,0,9 33 35 0 1
3182,NA PINA,4,7,6,7,9,9,9,8,7,4,0,4,9,9 33 35 0 1
3183,JANIS MCGINNIS,7,0,8,3,9,5,3,1,6,4,2,0,7,9 33 35 0 1
3184,HELENE ROBLES,1,9,10,10,5,2,7,3,1,7,5,8,3,9 33 35 0 1
3185,LORELEI JIMENEZ,10,3,7,4,7,1,5,2,0,10,1,4,1,9 33 35 0 1
3186,DICK DUNCAN,10,8,7,1,3,1,9,10,4,7,3,1,4,9 33 35 0 1
3187,ELLIOT JEWELL,10,1,0,10,5,4,7,10,3,2,5,8,0,9 33 35 0 1
3188,YOLANDO MAYER,10,1,3,1,5,8,9,3,7,7,4,2,1,9 33 35 0 1
3189,LILY GIPSON,4,10,7,4,7,7,0,6,9,6,3,3,2,9 33 35 0 1
3190,MORGAN QUINONES,2,3,3,3,2,3,5,7,3,1,10,5,1,9 33 35 0 1
3191,ALLENE BUTTS,10,2,2,2,8,0,9,9,6,9,4,3,10,9 33 35 0 1
3192,JINNY TRENT,4,5,4,2,0,7,4,10,0,9,8,6,5,9 33 35 0 1
3193,DEETTA MCNEAL,3,1,3,9,8,9,9,4,1,10,5,6,3,9 33 35 0 1
3194,CHARLENE WEST,7,9,2,3,1,3,2,1,10,7,2,7,4,9 33 35 0 1
3195,MARCUS SAVAGE,9,8,7,7,7,8,1,5,4,7,7,9,10,9 33 35 0 1
3196,HOSEA WITT,8,10,2,7,2,4,9,4,4,10,0,9,3,9 33 35 0 1
3197,MARCELO ERVIN,10,9,2,1,9,10,4,1,8,1,3,7,8,9 33 35 0 1
3198,ROSALINA KIDD,3,9,10,8,8,2,0,1,7,1,3,8,7,9 33 35 0 1
3199,ANASTASIA EASON,4,0,2,0,0,3,1,5,3,7,1,5,7,9 33 35 0 1
3200,REID OLSEN,6,1,7,10,4,2,6,4,0,1,7,1,4,9 33 35 0 1
3201,HARRIS KIRBY,1,2,4,9,3,1,2,8,8,6,1,9,1,9 33 35 0 1
3202,JUSTIN SMITH,2,3,0,10,4,0,4,9,6,6,5,1,4,9 33 35 0 1
3203,RAQUEL YANEZ,7,9,8,9,2,3,4,2,9,7,9,2,8,9 33 35 0 1
3204,STEFAN OLIVER,2,10,4,4,3,6,6,8,3,4,7,6,6,9 33 35 0 1
3205,FUMIKO BISHOP,9,9,7,5,1,7,0,4,6,0,5,9,1,9 33 35 0 1
3206,JERE RODGERS,6,1,2,6,5,2,2,0,3,6,2,8,8,9 33 35 0 1
3207,CARISSA SILVER,8,1,7,8,2,10,2,7,8,2,9,9,2,9 33 35 0 1
3208,ARMINDA LEE,7,5,6,0,4,3,0,7,3,2,5,7,0,9 33 35 0 1
3209,MICAH OVERTON,2,7,0,6,6,10,8,7,0,0,2,2,1,9 33 35 0 1
3210,DONALD HYDE,3,9,8,8,2,0,1,6,0,0,0,5,8,9 33 35 0 1
3211,VALENTIN HANKINS,6,6,7,5,1,6,6,6,0,2,1,2,7,9 33 35 0 1
3212,ANGELIQUE TYSON,4,9,10,4,4,3,9,6,4,6,7,6,5,9 33 35 0 1
3213,ETTA ROACH,1,4,1,2,2,0,7,3,4,10,8,7,10,9 33 35 0 1
3214,TANIKA PARK,2,10,6,6,9,2,6,10,2,0,0,5,0,9 33 35 0 1
3215,LEONEL ANDREWS,6,7,2,3,3,8,7,2,9,7,9,6,8,9 33 35 0 1
3216,FAE THURMAN,10,6,9,0,0,5,6,7,9,6,5,7,9,9 33 35 0 1
3217,SHELLIE HILLIARD,2,3,9,2,4,2,7,1,1,5,8,7,4,9 33 35 0 1
3218,ROBERTO IRWIN,7,5,9,5,7,3,9,6,3,6,9,0,3,9 33 35 0 1
3219,RUSSEL PAYTON,10,6,5,2,4,3,3,0,4,1,8,1,5,9 33 35 0 1
3220,JARVIS MEDRANO,2,1,3,8,0,1,10,2,10,9,0,7,0,9 33 35 0 1
3221,KANESHA SINGLETON,4,4,5,5,5,10,8,4,9,9,10,7,0,9 33 35 0 1
3222,CLAUDE RICKS,0,4,2,8,9,6,6,5,10,3,7,10,6,9 33 35 0 1
3223,LAURETTA SMART,0,6,9,4,7,6,2,2,10,8,7,6,9,9 33 35 0 1
3224,DALLAS BEASLEY,2,8,3,5,2,4,3,10,0,10,7,2,9,9 33 35 0 1
3225,JAMEY OLSON,2,2,1,5,2,8,1,7,2,3,3,2,3,9 33 35 0 1
3226,SUSIE ANDERSON,3,9,5,0,7,6,10,3,6,10,4,10,8,9 33 35 0 1
3227,HERSCHEL KEITH,6,2,8,0,3,3,5,3,9,6,5,4,6,9 33 35 0 1
3228,EMIL SALDANA,3,8,8,8,8,2,8,4,8,3,6,10,9,9 33 35 0 1
3229,KIETH ALLISON,9,2,7,0,9,8,7,8,5,6,6,10,4,9 33 35 0 1
3230,MARQUITTA HICKEY,6,6,5,1,0,8,4,4,2,3,1,6,8,9 33 35 0 1
3231,JAQUELINE FRANCIS,2,0,6,7,3,4,5,9,1,2,3,0,2,9 33 35 0 1
3232,JULIAN ONEILL,10,0,8,9,0,0,1,6,3,5,5,4,8,9 33 35 0 1
3233,FREDERIC MCGUIRE,9,7,3,2,0,6,9,5,9,10,1,10,4,9 33 35 0 1
3234,IMELDA FISCHER,0,5,0,0,9,10,4,6,4,6,10,1,8,9 33 35 0 1
3235,TULA MCHUGH,2,3,5,5,3,2,7,8,8,1,10,6,2,9 33 35 0 1
3236,IDELL VEGA,6,3,5,5,0,6,9,6,6,0,9,10,10,9 33 35 0 1
3237,CAYLA HUDSON,1,4,10,8,8,5,1,2,3,10,4,9,1,9 33 35 0 1
3238,AHMAD SIMONS,7,10,3,7,7,10,1,8,8,1,10,7,9,9 33 35 0 1
3239,ELKE BACON,9,7,6,5,5,0,6,4,8,1,3,3,10,9 33 35 0 1
3240,MINNA VOSS,9,6,6,8,10,9,9,4,0,7,2,0,0,9 33 35 0 1
3241,ANGELINA FRASER,6,1,7,3,6,8,7,8,6,7,5,5,1,9 33 35 0 1
3242,MARGO COMBS,2,1,4,4,7,8,0,8,6,1,8,8,6,9 33 35 0 1
3243,AZUCENA CASE,6,4,7,6,0,0,6,8,10,6,4,0,1,9 33 35 0 1
3244,ARACELIS STILES,0,4,4,0,9,5,2,6,3,8,1,8,10,9 33 35 0 1
3245,ELEONORA BOWLING,6,2,4,3,4,7,4,7,2,10,4,2,1,9 33 35 0 1
3246,HATTIE BRANDT,8,2,0,8,7,0,6,0,9,8,9,0,2,9 33 35 0 1
3247,GAYLENE WEBBER,5,2,10,10,4,6,2,5,0,3,2,4,0,9 33 35 0 1
3248,ELVIS NANCE,0,6,2,1,1,10,0,7,10,0,4,0,7,9 33 35 0 1
3249,TEISHA NAVARRO,10,2,5,0,7,6,9,9,7,4,1,0,5,9 33 35 0 1
3250,HILDEGARD WILDER,9,5,7,5,1,0,10,1,5,10,7,0,4,9 33 35 0 1
3251,BRANT CULVER,8,4,3,3,7,8,8,4,7,4,1,0,0,9 33 35 0 1
3252,ARMINDA SHOEMAKER,8,10,10,0,3,6,6,8,4,8,6,3,2,9 33 35 0 1
3253,EUFEMIA BOWERS,7,5,10,4,2,9,2,7,0,4,7,6,4,9 33 35 0 1
3254,ROWENA STANLEY,8,9,7,7,9,10,0,9,2,4,5,5,7,9 33 35 0 1
3255,SELENA CONKLIN,3,7,9,3,8,7,10,6,4,0,1,7,7,9 33 35 0 1
3256,EMELINE HARGROVE,2,0,4,7,9,8,4,4,8,6,2,8,6,9 33 35 0 1
3257,RANDALL REEVES,7,10,10,3,2,9,9,0,1,2,2,7,8,9 33 35 0 1
3258,LURA BECK,8,1,7,8,1,7,9,10,4,4,4,6,5,9 33 35 0 1
3259,MARIANELA LUCERO,1,8,7,8,9,2,0,7,8,2,1,10,4,9 33 35 0 1
3260,ENEDINA HUTCHINSON,1,2,4,8,2,6,3,0,10,6,0,9,2,9 33 35 0 1
3261,SHONA FINK,9,1,5,9,7,3,4,6,0,10,0,3,8,9 33 35 0 1
3262,BERNA MARSH,5,4,7,1,2,1,4,1,5,3,4,1,6,9 33 35 0 1
3263,AVA MALONEY,6,7,4,0,6,3,7,8,6,8,1,9,8,9 33 35 0 1
3264,SHELBA CORDOVA,10,5,8,6,3,1,1,8,1,1,8,1,10,9 33 35 0 1
3265,GEOFFREY ASHBY,1,10,3,0,4,3,2,4,4,6,8,1,1,9 33 35 0 1
3266,ELLY PINEDA,5,1,2,4,4,3,8,6,10,5,7,5,2,9 33 35 0 1
3267,KEENA ALI,6,9,7,3,6,7,9,6,3,4,1,1,4,9 33 35 0 1
3268,CRISTY DAVIS,2,8,7,4,7,9,9,8,8,4,4,2,3,9 33 35 0 1
3269,RUSSELL HANLEY,6,7,6,6,8,0,8,10,8,1,10,2,9,9 33 35 0 1
3270,TIMIKA DELACRUZ,6,8,7,2,9,9,6,0,10,9,6,2,6,9 33 35 0 1
3271,KERA CARR,8,7,9,4,0,6,5,2,6,4,0,2,3,9 33 35 0 1
3272,JONELL ROBERTSON,4,1,2,5,3,8,1,9,8,4,10,10,7,9 33 35 0 1
3273,ALEEN HULL,10,4,6,4,2,4,4,0,1,5,2,6,5,9 33 35 0 1
3274,SHARLA MASSEY,10,3,4,4,9,5,5,2,5,4,4,8,7,9 33 35 0 1
3275,ESTELL MCCRAY,7,10,10,8,1,4,9,8,10,8,9,5,5,9 33 35 0 1
3276,DAVID BROWN,4,2,10,3,4,7,3,8,4,10,6,10,7,9 33 35 0 1
3277,SIGNE BIGGS,7,7,4,10,10,9,5,10,8,7,3,9,8,9 33 35 0 1
3278,ORVILLE LINDSAY,7,10,2,7,10,3,9,3,0,6,4,3,5,9 33 35 0 1
3279,BERNARDINA PENNINGTON,2,7,5,10,9,1,7,10,5,0,7,8,4,9 33 35 0 1
3280,TATIANA WISEMAN,2,4,4,6,4,0,8,8,7,7,4,1,9,9 33 35 0 1
3281,KEVA BURRELL,10,6,1,6,1,6,2,6,5,8,1,5,7,9 33 35 0 1
3282,MITCHELL VO,4,2,10,3,1,8,0,5,6,9,0,0,7,9 33 35 0 1
3283,HARVEY PENNINGTON,3,7,4,2,0,4,3,6,8,6,2,8,4,9 33 35 0 1
3284,HEIKE HELLER,4,3,8,0,5,2,1,1,7,2,2,5,8,9 33 35 0 1
3285,ZANDRA CANTRELL,9,2,5,2,5,2,4,4,7,1,2,1,9,9 33 35 0 1
3286,MONROE MERCADO,4,5,1,7,3,8,1,3,7,10,2,6,5,9 33 35 0 1
3287,VON MACHADO,2,3,2,2,3,10,2,2,2,0,7,9,7,9 33 35 0 1
3288,BILLIE DOTY,8,0,2,5,9,1,7,0,5,7,2,0,10,9 33 35 0 1
3289,NUMBERS GALLAGHER,9,9,7,6,4,3,7,3,10,9,0,9,10,9 33 35 0 1
3290,LUCILA WALTER,6,5,4,3,8,0,0,4,2,8,3,4,2,9 33 35 0 1
3291,TEGAN VO,7,10,2,4,4,5,3,7,1,9,2,9,7,9 33 35 0 1
3292,ROSARIO WATKINS,3,2,1,2,2,0,1,6,10,5,7,5,3,9 33 35 0 1
3293,RASHIDA BOWEN,8,9,4,10,7,4,0,10,10,0,7,10,9,9 33 35 0 1
3294,WM VOGT,1,3,7,0,8,4,1,4,5,10,10,2,7,9 33 35 0 1
3295,LUANNA ALBRIGHT,5,7,2,1,6,9,2,1,4,9,0,2,3,9 33 35 0 1
3296,EMILIE ROCHE,5,5,5,1,8,4,9,5,0,7,5,4,3,9 33 35 0 1
3297,HANG KINNEY,7,9,9,9,3,8,9,7,2,4,1,4,1,9 33 35 0 1
3298,RAELENE MARINO,8,6,5,3,5,5,1,3,3,7,0,2,5,9 33 35 0 1
3299,TESHA LANGFORD,10,1,2,5,8,6,4,5,0,9,4,10,3,9 33 35 0 1
3300,VANETTA SHEEHAN,1,2,6,7,1,3,4,0,2,8,10,3,7,9 33 35 0 1
3301,FREDERICA WILKINS,9,9,1,9,3,1,8,7,9,7,0,2,2,9 33 35 0 1
3302,HUBERT THORPE,6,9,6,8,8,3,8,1,10,3,0,2,10,9 33 35 0 1
3303,ANNETTA DUVALL,6,10,3,9,8,0,1,3,0,8,10,2,10,9 33 35 0 1
3304,HARRIETTE GRADY,1,4,0,3,3,4,10,5,3,10,6,7,3,9 33 35 0 1
